id,food_group_id,long_desc,short_desc,common_names,manufac_name,survey,ref_desc,refuse,sci_name,nitrogen_factor,protein_factor,fat_factor,calorie_factor,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Ash (g),Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Energy (kJ),"Sugars, total (g)","Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Fluoride, F (mcg)","Manganese, Mn (mg)","Selenium, Se (mcg)","Vitamin A, IU (IU)",Retinol (mcg),"Vitamin A, RAE (mcg)","Carotene, beta (mcg)","Carotene, alpha (mcg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (IU),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (D2 + D3) (mcg),"Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),"Tocopherol, beta (mg)","Tocopherol, gamma (mg)","Tocopherol, delta (mg)","Tocotrienol, alpha (mg)","Tocotrienol, beta (mg)","Tocotrienol, gamma (mg)","Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Pantothenic acid (mg),Vitamin B-6 (mg),"Folate, total (mcg)",Vitamin B-12 (mcg),"Choline, total (mg)",Vitamin K (phylloquinone) (mcg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg)",Betaine (mg),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),"Vitamin E, added (mg)","Vitamin B-12, added (mcg)",Cholesterol (mg),"Fatty acids, total trans (g)","Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),14:0 (g),16:0 (g),18:0 (g),20:0 (g),18:1 undifferentiated (g),18:2 undifferentiated (g),18:3 undifferentiated (g),20:4 undifferentiated (g),22:6 n-3 (DHA) (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",17:0 (g),18:1 t (g),18:2 i (g),18:2 CLAs (g),16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)","Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)","18:3 n-3 c,c,c (ALA) (g)",Starch (g),Sucrose (g),Glucose (dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Adjusted Protein (g),Galactose (g),Vitamin D2 (ergocalciferol) (mcg),Menaquinone-4 (mcg),Dihydrophylloquinone (mcg),Hydroxyproline (g),22:0 (g),14:1 (g),Phytosterols (mg),15:0 (g),24:0 (g),16:1 t (g),22:1 t (g),18:2 t not further defined (g),"18:2 t,t (g)",24:1 c (g),"20:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),13:0 (g),15:1 (g),20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11 t (18:1t n-7) (g)
4706,400,"Dressing, honey mustard, fat-free","DRESSING,HONEY MUSTARD,FAT-FREE",,,Y,,0,,,,,,1.07,1.47,38.43,2.86,169,0,56.17,0,0,705,17.75,1.2,24,0.36,13,37,69,1004,0.29,0.04,,0.115,6.2,18,4,5,2,0,0.8,0,,0,0,0,15,,,,,,,,2.1,0.043,0.021,0.151,0.074,0.053,9,0.02,5.5,0.3,0,9,9,,,,,,,,,,,,,,,,,,,,0.65,0,1,0,0.349,0.017,0.01,0.005,0.011,0.013,0.045,0.157,0.068,0.008,0.336,0.174,0.1,0.001,0,0.009,0,0.103,0,0.239,0,,,,0.708,0.287,,,,,,,,,,,,,,,,,,,,,,,0.004,0.004,,,0.003,,,,,0.016,0.006,,,,0,,,,,,,,,
4707,400,"Oil, flaxseed, contains added sliced flaxseed","OIL,FLAXSEED,CONTAINS ADDED SLICED FLAXSEED",,,,,0,,5.3,,8.84,,0.37,99.01,0.39,0.07,878,,0.16,,,3675,,,9,0.34,15,27,31,6,0.31,0.067,,0.141,,,,,,,0.71,,,,,,,0.57,33.38,0.81,0.68,0,0.71,0,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,0,0.184,9.047,0,0,0,0.01,0.008,0.057,5.058,3.443,0.145,20.457,15.782,48.93,0,0,0.057,0,,0,0.029,0,31,112,235,20.634,64.876,0.057,0.088,,0.018,0.057,20.369,15.679,0.099,0.085,48.93,,,,,,,,,,2,0,,0.146,0,,0.024,0.099,0,0.011,0.085,,0.05,0.034,0.018,0,0.041,0.103,,0,0.077,0.026,,,,0.015,
4708,400,"Mayonnaise, reduced fat, with olive oil","MAYONNAISE,RED FAT,W/ OLIVE OIL",,,Y,,0,,6.25,,,,0.37,40,0,2.05,361,0,57.58,0,0,1512,0,0,0,0,2,15,31,800,0.07,0.019,,0.007,2.3,70,5,8,30,0,2.19,0,,0,3,0,27,,,,,,,,0,0.008,0,0.01,0.058,0.002,0,0.12,9,53.7,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,33,0,5.37,0,0,0,0,0,0.016,4.377,0.793,0.065,28.953,3.689,0.317,0,0,0.464,0,0.125,0,0,0,,,,29.542,4.006,0.02,,,,,,,,,,,,,,,,,,,,,,0.069,,,0.005,0.024,,,,,0,,,,,0,,,,,,,,,
5000,500,"Chicken, broiler, rotisserie, BBQ, breast meat only","CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT ONLY",,,Y,"Bone and connective tissue 11%, skin and separable fat 11%",22,,,,,,28.04,3.57,0,1.4,144,0,67.78,0,0,604,0,0,13,0.46,25,246,284,328,0.87,0.041,,,23.1,17,5,5,0,0,0.32,0,,0,0,0,0,0,0.07,0,0.02,0,0,0,0,0.081,0.131,9.634,,0.314,11,0.27,59.8,0,0,8,8,8,0.302,0.682,1.229,2.356,2.804,0.833,0.3,1.152,0.955,1.279,1.791,1.027,1.388,1.654,3.168,1.187,1.05,0.929,0,0,86,,0.863,0,0,0,0,0,0.018,0.69,0.15,,1.194,0.451,0.027,0.008,0,0.238,0,0.009,0,0,0,,,,1.444,0.49,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,
5001,500,"Chicken, broilers or fryers, meat and skin and giblets and neck, raw","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW",,,,Bone,31,Gallus gallus,6.25,4.27,9.02,3.87,18.33,14.83,0.13,0.8,213,0,66.34,,,891,,0,11,1.31,20,149,189,70,1.48,0.064,,0.029,11.8,771,232,232,,,,,,,,,,,,,,,,,2.6,0.061,0.186,6.639,1.072,0.34,30,1.11,,,0,30,30,,0.203,0.76,0.906,1.336,1.47,0.482,0.246,0.718,0.586,0.893,1.162,0.526,1.068,1.641,2.676,1.22,0.914,0.66,,,90,,4.24,0,0,0,0,0.02,0.12,3.08,0.87,,5.03,2.83,0.13,0.1,0.03,0.82,0,0.15,0.01,0,0.01,,,,6.08,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5002,500,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter","CHICKEN,BROILER OR FRYER,MEAT&SKN&GIBLETS&NECK,FRIED,BATTER",,,,Bone,21,,6.25,4.27,9.02,3.87,22.84,17.53,9.03,1.31,291,,49.29,,,1218,,,21,1.79,21,158,190,284,1.91,0.089,,0.064,20.3,603,181,181,,,,,,,,,,,,,,,,,0.4,0.113,0.248,7.083,1.039,0.32,32,0.83,,,9,23,38,,0.26,0.94,1.137,1.682,1.777,0.596,0.316,0.918,0.74,1.12,1.407,0.654,1.281,1.986,3.639,1.406,1.2,0.853,,,103,,4.67,,,,0,0.02,0.1,3.1,1.37,,6.46,3.7,0.2,0.11,0.04,0.54,,0.09,0.01,0,0.02,,,,7.13,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,500,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR",,,,Bone,28,,6.25,4.27,9.02,3.87,28.57,15.27,3.27,1.01,272,,51.88,,,1138,,,17,1.99,25,194,237,86,2.36,0.1,,0.047,16.6,826,248,248,,,,,,,,,,,,,,,,,0.5,0.088,0.278,8.93,1.283,0.42,31,1.11,,,2,29,32,,0.323,1.187,1.435,2.103,2.297,0.757,0.383,1.133,0.927,1.401,1.78,0.831,1.622,2.536,4.306,1.756,1.395,1.031,,,112,,4.16,,,,0,0.02,0.1,2.88,1.05,,5.19,3.05,0.15,0.14,0.04,0.64,,0.11,0.01,0,0.02,,,,5.99,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004,500,"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD",,,Y,Bone,31,,6.25,4.27,9.02,3.87,26.78,13.27,0.06,0.9,234,0,60.11,0,0,979,0,0,15,1.66,23,182,212,79,2.16,0.08,,0.031,15.9,636,191,191,0,0,0.33,1,0,0,0,0,0,,,,,,,,0.5,0.063,0.224,7.908,1.128,0.38,29,0.94,73.3,2.4,0,29,29,5.7,0.298,1.111,1.33,1.955,2.158,0.707,0.358,1.05,0.86,1.306,1.69,0.773,1.552,2.395,3.917,1.745,1.316,0.961,0,0,107,,3.7,0,0,0,0,0.02,0.1,2.7,0.77,,4.26,2.5,0.11,0.12,0.04,0.71,0,0.13,0.01,0,0.02,,,,5.17,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,500,"Chicken, broilers or fryers, meat and skin and giblets and neck, stewed","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,STWD",,,,Bone,33,,6.25,4.27,9.02,3.87,24.49,12.37,0.06,0.76,216,,64.04,,,904,,0,14,1.53,19,144,163,66,1.98,0.071,,0.029,15.9,579,174,174,,,,,,,,,,,,,,,,,0.5,0.048,0.201,5.389,0.796,0.22,27,0.79,,,0,27,27,,0.273,1.017,1.219,1.79,1.976,0.648,0.327,0.96,0.788,1.195,1.545,0.708,1.418,2.191,3.585,1.586,1.199,0.878,,,97,,3.45,,,,0,0.02,0.1,2.52,0.71,,3.98,2.33,0.1,0.11,0.04,0.66,,0.12,0.01,0,0.02,,,,4.82,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,500,"Chicken, broilers or fryers, meat and skin, raw","CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW",,,Y,Bone,32,,6.25,4.27,9.02,3.87,18.6,15.06,0,0.79,215,0,65.99,0,0,900,0,0,11,0.9,20,147,189,70,1.31,0.048,,0.019,14.4,140,41,41,0,0,0.3,10,,0.2,0,0,0,,,,,,,,1.6,0.06,0.12,6.801,0.91,0.35,6,0.31,59.7,1.5,0,6,6,7.8,0.207,0.767,0.924,1.35,1.509,0.493,0.249,0.721,0.597,0.902,1.169,0.544,1.089,1.659,2.714,1.223,0.911,0.657,0,0,75,0.097,4.31,0,0,0,0,0.02,0.12,3.15,0.87,,5.17,2.88,0.14,0.08,0.03,0.83,0,0.15,0.01,0,0.01,,,,6.24,3.23,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5007,500,"Chicken, broilers or fryers, meat and skin, cooked, fried, batter","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",,,Y,Bone,22,,6.25,4.27,9.02,3.87,22.54,17.35,9.42,1.3,289,0,49.39,0,0,1209,0,0.3,21,1.37,21,155,185,292,1.67,0.072,14.7,0.057,25.5,93,28,28,0,0,1.24,7,0.2,0.2,0,0,0,,,,,,,,0,0.115,0.189,7.043,0.889,0.31,18,0.28,63.5,2.4,10,8,25,17.3,0.257,0.922,1.125,1.653,1.765,0.591,0.311,0.899,0.732,1.1,1.378,0.655,1.27,1.95,3.605,1.378,1.178,0.832,0,0,87,,4.61,0,0,0,0,0.02,0.1,3.08,1.34,,6.42,3.67,0.2,0.1,0.03,0.54,0,0.09,0.01,0,0.02,,,,7.09,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,500,"Chicken, broilers or fryers, meat and skin, cooked, fried, flour","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR",,,Y,Bone,29,,6.25,4.27,9.02,3.87,28.56,14.92,3.15,0.98,269,0,52.41,0,0,1125,0,0.1,17,1.38,25,191,234,84,2.04,0.075,14.7,0.034,21.7,89,27,27,0,0,0.63,6,0.1,0.1,0,0,0,,,,,,,,0,0.087,0.193,8.992,1.079,0.41,9,0.31,79.8,2.4,3,6,11,6.8,0.323,1.181,1.439,2.092,2.32,0.762,0.382,1.121,0.928,1.392,1.766,0.845,1.632,2.526,4.297,1.744,1.374,1.012,0,0,90,,4.06,0,0,0,0,0.02,0.11,2.84,0.99,,5.07,2.97,0.15,0.12,0.05,0.65,0,0.11,0.01,0,0.02,,,,5.89,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,500,"Chicken, broilers or fryers, meat and skin, cooked, roasted","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",,,Y,Bone,33,,6.25,4.27,9.02,3.87,27.3,13.6,0,0.92,239,0,59.45,0,0,1000,0,0,15,1.26,23,182,223,82,1.94,0.066,14.7,0.02,23.9,161,48,48,0,0,0.27,2,0,0,0,0,0,,,,,,,,0,0.063,0.168,8.487,1.03,0.4,5,0.3,65.9,2.4,0,5,5,5.6,0.305,1.128,1.362,1.986,2.223,0.726,0.364,1.061,0.879,1.325,1.711,0.802,1.591,2.434,3.991,1.764,1.322,0.963,0,0,88,,3.79,0,0,0,0,0.02,0.11,2.78,0.77,,4.4,2.57,0.11,0.11,0.04,0.73,0,0.13,0.01,0,0.02,,,,5.34,2.97,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5010,500,"Chicken, broilers or fryers, meat and skin, cooked, stewed","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD",,,Y,Bone,34,,6.25,4.27,9.02,3.87,24.68,12.56,0,0.76,219,0,63.93,0,0,916,0,0,13,1.16,19,139,166,67,1.76,0.057,,0.019,18,146,44,44,0,0,0.27,1,0,0,0,0,0,,,,,,,,0,0.046,0.148,5.594,0.667,0.22,5,0.2,57.4,2.1,0,5,5,4.9,0.276,1.02,1.233,1.797,2.011,0.657,0.329,0.959,0.796,1.199,1.545,0.726,1.436,2.2,3.61,1.583,1.19,0.87,0,0,78,,3.5,0,0,0,0,0.02,0.1,2.57,0.71,,4.07,2.38,0.11,0.1,0.04,0.68,0,0.12,0.01,0,0.02,,,,4.93,2.74,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5011,500,"Chicken, broilers or fryers, meat only, raw","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",,,Y,"32% bone, 12% skin, 8% separable fat",52,,6.25,4.27,9.02,3.87,21.39,3.08,0,0.96,119,0,75.46,0,0,498,0,0,12,0.89,25,173,229,77,1.54,0.053,,0.019,15.7,52,16,16,0,0,0.21,5,0.1,0.1,0,0,0,,,,,,,,2.3,0.073,0.142,8.239,1.058,0.43,7,0.37,65.7,1.8,0,7,7,8.5,0.25,0.904,1.13,1.605,1.818,0.592,0.274,0.849,0.722,1.061,1.29,0.664,1.167,1.907,3.204,1.051,0.88,0.736,0,0,70,,0.79,0,0,0,0,0.01,0.02,0.53,0.22,,0.76,0.55,0.02,0.08,0.03,0.12,0,0.01,0.01,0,0.02,,,,0.9,0.75,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5012,500,"Chicken, broilers or fryers, meat only, cooked, fried","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED",,,Y,"29% bone, 13% skin",42,,6.25,4.27,9.02,3.87,30.57,9.12,1.69,1.09,219,0,57.53,0,0,916,0,0.1,17,1.35,27,205,257,91,2.24,0.075,,0.028,24.5,59,18,18,0,0,0.46,5,0.1,0.1,0,0,0,,,,,,,,0,0.085,0.198,9.663,1.166,0.48,7,0.34,91.2,2.8,0,7,7,6.6,0.358,1.289,1.612,2.294,2.583,0.844,0.393,1.217,1.031,1.516,1.839,0.947,1.663,2.714,4.632,1.499,1.277,1.057,0,0,94,,2.46,0,0,0,0,0.02,0.06,1.65,0.66,,2.91,1.78,0.09,0.12,0.05,0.36,0,0.04,0.01,0,0.03,,,,3.35,2.15,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5013,500,"Chicken, broilers or fryers, meat only, roasted","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RSTD",,,Y,"33% bone, 13% skin",46,,6.25,4.27,9.02,3.87,28.93,7.41,0,1.02,190,0,63.79,0,0,795,0,0,15,1.21,25,195,243,86,2.1,0.067,,0.019,22,53,16,16,0,0,0.27,5,0.1,0.1,0,0,0,,,,,,,,0,0.069,0.178,9.173,1.104,0.47,6,0.33,78.8,2.4,0,6,6,5.7,0.338,1.222,1.528,2.171,2.458,0.801,0.37,1.148,0.977,1.435,1.745,0.898,1.578,2.578,4.333,1.421,1.19,0.995,0,0,89,,2.04,0,0,0,0,0.02,0.06,1.41,0.49,,2.22,1.37,0.07,0.11,0.04,0.35,0,0.04,0.01,0,0.02,,,,2.66,1.69,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5014,500,"Chicken, broilers or fryers, meat only, stewed","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD",,,Y,"34% bone, 14% skin",48,,6.25,4.27,9.02,3.87,27.29,6.71,0,0.85,177,0,66.81,0,0,741,0,0,14,1.17,21,150,180,70,1.99,0.061,,0.019,20.9,50,15,15,0,0,0.27,5,0.1,0.1,0,0,0,,,,,,,,0,0.049,0.163,6.117,0.746,0.26,6,0.22,72.4,2.4,0,6,6,5.3,0.319,1.153,1.441,2.048,2.318,0.755,0.349,1.083,0.921,1.353,1.646,0.847,1.489,2.432,4.087,1.34,1.122,0.939,0,0,83,,1.84,0,0,0,0,0.02,0.05,1.27,0.44,,2,1.24,0.06,0.11,0.04,0.32,0,0.04,0.01,0,0.02,,,,2.39,1.54,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5015,500,"Chicken, broilers or fryers, skin only, raw","CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW",,,,,0,,6.25,4.27,9.02,3.87,13.33,32.35,0,0.41,349,0,54.22,0,0,1460,0,0,11,1.08,13,100,103,63,0.93,0.041,,0.019,12.3,262,76,76,6,0,0,24,,0.6,0,0,0,,,,,,,,0,0.033,0.069,3.987,0.692,0.09,3,0.23,,2.9,0,3,3,,0.107,0.476,0.429,0.783,0.796,0.267,0.222,0.45,0.303,0.561,1.028,0.256,1.081,1.192,1.657,2.127,1.244,0.542,,,109,0.349,9.08,0,0,0,0,0.03,0.27,6.95,1.6,,11.07,6.22,0.26,0.09,0.03,1.91,0,0.42,0.02,0,0.01,,,,13.54,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,500,"Chicken, broilers or fryers, skin only, cooked, fried, batter","CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,BATTER",,,,,0,,6.25,4.27,9.02,3.87,10.32,28.83,23.15,1.59,394,,36.11,,,1648,,,26,1.43,12,80,75,581,0.72,0.071,,0.108,53.9,138,41,,,,,7,0.2,0.2,,,,,,,,,,,0,0.174,0.178,3.342,0.453,0.06,40,0.17,,,31,9,62,,0.106,0.363,0.386,0.681,0.509,0.205,0.188,0.422,0.277,0.467,0.668,0.211,0.661,0.776,2.109,1.17,1.039,0.493,,,74,,7.61,,,,0,0.01,0.16,5.05,2.3,,11.38,6.34,0.35,0.04,0.01,0.76,,0.16,0.01,0,0,,,,12.35,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,500,"Chicken, broilers or fryers, skin only, cooked, fried, flour","CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,FLR",,,,,0,,6.25,4.27,9.02,3.87,19.09,42.58,9.34,0.45,502,,28.54,,,2100,,,14,1.52,17,126,125,53,1.15,0.079,,0.06,62.9,232,70,70,,,,,,,,,,,,,,,,,0,0.097,0.165,5.818,0.674,0.1,33,0.18,,,29,4,53,,0.16,0.674,0.629,1.144,1.093,0.38,0.325,0.672,0.445,0.811,1.425,0.37,1.488,1.65,2.705,2.888,1.822,0.797,,,73,,11.67,,,,0,0.03,0.31,8.49,2.6,,15.45,8.68,0.41,0.09,0.03,1.99,,0.43,0.02,0,0.01,,,,18.01,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,500,"Chicken, broilers or fryers, skin only, cooked, roasted","CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,RSTD",,,Y,,0,,6.25,4.27,9.02,3.87,20.36,40.68,0,0.5,454,0,40.29,0,0,1900,0,0,14,1.51,15,125,136,65,1.23,0.064,,0.022,20,260,78,78,0,0,0.4,8,0.2,0.2,0,0,0,,,,,,,,0,0.036,0.127,5.581,0.71,0.1,2,0.2,45.7,2.4,0,2,2,7,0.163,0.727,0.655,1.196,1.215,0.407,0.339,0.687,0.463,0.857,1.57,0.391,1.652,1.821,2.531,3.248,1.899,0.828,0,0,83,,11.42,0,0,0,0,0.04,0.33,8.74,2.02,,13.92,7.83,0.33,0.11,0.04,2.4,0,0.53,0.02,0,0.01,,,,17.03,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,500,"Chicken, broilers or fryers, skin only, cooked, stewed","CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,STWD",,,,,0,,6.25,4.27,9.02,3.87,15.22,33.04,0,0.43,363,,53.27,,,1519,,0,12,1.13,13,99,117,56,0.96,0.046,,0.018,14.4,198,59,,,,,7,0.2,0.2,,,,,,,,,,,0,0.034,0.094,3.756,0.391,0.05,2,0.11,,,0,2,2,,0.122,0.543,0.489,0.894,0.908,0.304,0.253,0.514,0.346,0.64,1.174,0.292,1.235,1.361,1.892,2.428,1.42,0.618,,,63,,9.28,,,,0,0.03,0.27,7.1,1.64,,11.31,6.36,0.27,0.09,0.03,1.95,,0.43,0.02,0,0.01,,,,13.83,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,500,"Chicken, broilers or fryers, giblets, raw","CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW",,,,,0,,6.25,4.27,9.02,3.87,17.88,4.47,1.8,0.99,124,0,74.87,,,519,,0,10,5.86,18,197,228,77,3.32,0.243,,0.149,55.2,8847,2657,2657,,,,,,,,,,,,,,,,,16.2,0.088,0.987,6.662,3.208,0.42,345,11.41,,,0,345,345,,0.204,0.811,0.897,1.43,1.305,0.447,0.238,0.81,0.587,0.955,1.194,0.417,0.877,1.675,2.712,0.985,0.91,0.782,,,262,,1.36,0,0,0,0,0,0.02,0.75,0.47,,0.95,0.75,0.03,0.27,0.02,0.16,0,0.01,0.01,0,0,,,,1.12,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,500,"Chicken, broilers or fryers, giblets, cooked, fried","CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,FRIED",,,,,0,,6.25,4.27,9.02,3.87,32.54,13.46,4.35,1.77,277,,47.89,,,1159,,0,18,10.32,25,286,330,113,6.27,0.422,,0.222,104.2,11929,3582,3582,,,,,,,,,,,,,,,,,8.7,0.097,1.524,10.987,4.453,0.61,379,13.31,,,0,379,379,,0.373,1.467,1.63,2.601,2.348,0.81,0.437,1.48,1.067,1.737,2.159,0.759,1.587,3.021,5.055,1.783,1.696,1.43,,,446,,3.8,,,,0,0,0.06,2.11,1.42,,4.12,2.69,0.13,0.48,0.04,0.29,,0.01,0.01,0,0.01,,,,4.42,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,500,"Chicken, broilers or fryers, giblets, cooked, simmered","CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD",,,Y,,0,,6.25,4.27,9.02,3.87,27.15,4.5,0,1.12,157,0,67.72,0,0,655,0,0,14,7.04,14,289,224,67,4.23,0.331,,0.199,59.6,5869,1751,1753,13,5,0.46,0,0,0,5,12,37,0,0.22,0,0.01,0,0,0,12.5,0.143,1.052,6.625,3.274,0.397,257,9.44,178.1,0,0,257,257,6.8,0.109,0.449,0.504,0.937,0.825,0.268,0.168,0.51,0.404,0.618,0.677,0.314,0.615,0.987,1.296,0.526,0.45,0.455,0,0,442,0.103,1.322,0,0,0,0.001,0,0.007,0.745,0.553,0.003,0.847,0.484,0.012,0.297,0,0.1,0,0.015,0,0,0,,,,0.962,0.812,0.002,,,,,,0.316,,,0.009,,,,,,,,,,,0,0.019,0.01,0,,0.001,,,,,,,0.019,,0.006,0,0.001,,0,,,,,,,
5023,500,"Chicken, gizzard, all classes, raw","CHICKEN,GIZZARD,ALL CLASSES,RAW",,,,,0,,6.25,4.27,9.02,3.87,17.66,2.06,0,0.95,94,0,79.33,0,0,393,0,0,11,2.49,15,148,237,69,2.72,0.116,,0.055,25.5,64,19,19,0,0,0.33,,,,0,0,0,0,0.15,0,0,0,0,0,3.7,0.028,0.231,3.68,0.631,0.112,5,1.21,,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,240,0.06,0.529,0,0,0,0,0,0.007,0.347,0.165,0.003,0.43,0.246,0.003,0.086,0,0.073,0,0.009,0,0,0,,,,0.512,0.357,0.003,,,,,,,,,0.009,,,,,,,,,,,,,0.004,0,,0,,,,,,,0.013,,0.003,,0,,0,,,,,,,
5024,500,"Chicken, gizzard, all classes, cooked, simmered","CHICKEN,GIZZARD,ALL CLASSES,CKD,SIMMRD",,,Y,Membranes 10.7%,11,,6.25,4.27,9.02,3.87,30.39,2.68,0,0.89,154,0,67.93,0,0,644,0,0,17,3.19,3,189,179,56,4.42,0.161,,0.074,41.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.12,0,0.02,0,0,0,0,0.026,0.21,3.12,0.468,0.071,5,1.04,104.4,0,0,5,5,2.2,,,,,,,,,,,,,,,,,,,0,0,370,0.13,0.67,0,0,0,0,0,0,0.408,0.238,0.005,0.443,0.223,0.007,0.104,0,0.074,0,0.011,0,0,0,,,,0.528,0.353,0.004,,,,,,,,,0.004,,,,,,,,,,,,,0.007,0,,0.003,,,,,,,0.019,,0.003,,0.003,,0,,,,,,,
